t -  arbitrary time, [c]	M - mean anomaly, [rad]	E - eccentric anonaly, [rad]	Theta - true anomaly, [rad]
2360	2.66074	2.66098	2.66098
2361	2.66187	2.66211	2.66211
2362	2.663	2.66323	2.66323
2363	2.66412	2.66436	2.66436
2364	2.66525	2.66549	2.66549
2365	2.66638	2.66662	2.66662
2366	2.66751	2.66774	2.66774
2367	2.66863	2.66887	2.66887
2368	2.66976	2.67	2.67
2369	2.67089	2.67112	2.67112
2370	2.67202	2.67225	2.67225
2371	2.67314	2.67338	2.67338
2372	2.67427	2.6745	2.6745
2373	2.6754	2.67563	2.67563
2374	2.67653	2.67676	2.67676
2375	2.67765	2.67788	2.67788
2376	2.67878	2.67901	2.67901
2377	2.67991	2.68014	2.68014
2378	2.68104	2.68127	2.68127
2379	2.68216	2.68239	2.68239
2380	2.68329	2.68352	2.68352
2381	2.68442	2.68465	2.68465
2382	2.68555	2.68577	2.68577
2383	2.68667	2.6869	2.6869
2384	2.6878	2.68803	2.68803
2385	2.68893	2.68915	2.68915
2386	2.69006	2.69028	2.69028
2387	2.69118	2.69141	2.69141
2388	2.69231	2.69253	2.69253
2389	2.69344	2.69366	2.69366
2390	2.69457	2.69479	2.69479
2391	2.69569	2.69592	2.69592
2392	2.69682	2.69704	2.69704
2393	2.69795	2.69817	2.69817
2394	2.69908	2.6993	2.6993
2395	2.7002	2.70042	2.70042
2396	2.70133	2.70155	2.70155
2397	2.70246	2.70268	2.70268
2398	2.70358	2.7038	2.7038
2399	2.70471	2.70493	2.70493
2400	2.70584	2.70606	2.70606
2401	2.70697	2.70718	2.70718
2402	2.70809	2.70831	2.70831
2403	2.70922	2.70944	2.70944
2404	2.71035	2.71056	2.71056
2405	2.71148	2.71169	2.71169
2406	2.7126	2.71282	2.71282
2407	2.71373	2.71395	2.71395
2408	2.71486	2.71507	2.71507
2409	2.71599	2.7162	2.7162
2410	2.71711	2.71733	2.71733
2411	2.71824	2.71845	2.71845
2412	2.71937	2.71958	2.71958
2413	2.7205	2.72071	2.72071
2414	2.72162	2.72183	2.72183
2415	2.72275	2.72296	2.72296
2416	2.72388	2.72409	2.72409
2417	2.72501	2.72521	2.72521
2418	2.72613	2.72634	2.72634
2419	2.72726	2.72747	2.72747
2420	2.72839	2.7286	2.7286
2421	2.72952	2.72972	2.72972
2422	2.73064	2.73085	2.73085
2423	2.73177	2.73198	2.73198
2424	2.7329	2.7331	2.7331
2425	2.73403	2.73423	2.73423
2426	2.73515	2.73536	2.73536
2427	2.73628	2.73648	2.73648
2428	2.73741	2.73761	2.73761
2429	2.73854	2.73874	2.73874
2430	2.73966	2.73986	2.73986
2431	2.74079	2.74099	2.74099
2432	2.74192	2.74212	2.74212
2433	2.74305	2.74324	2.74324
2434	2.74417	2.74437	2.74437
2435	2.7453	2.7455	2.7455
2436	2.74643	2.74663	2.74663
2437	2.74755	2.74775	2.74775
2438	2.74868	2.74888	2.74888
2439	2.74981	2.75001	2.75001
2440	2.75094	2.75113	2.75113
2441	2.75206	2.75226	2.75226
2442	2.75319	2.75339	2.75339
2443	2.75432	2.75451	2.75451
2444	2.75545	2.75564	2.75564
2445	2.75657	2.75677	2.75677
2446	2.7577	2.75789	2.75789
2447	2.75883	2.75902	2.75902
2448	2.75996	2.76015	2.76015
2449	2.76108	2.76128	2.76128
2450	2.76221	2.7624	2.7624
2451	2.76334	2.76353	2.76353
2452	2.76447	2.76466	2.76466
2453	2.76559	2.76578	2.76578
2454	2.76672	2.76691	2.76691
2455	2.76785	2.76804	2.76804
2456	2.76898	2.76916	2.76916
2457	2.7701	2.77029	2.77029
2458	2.77123	2.77142	2.77142
2459	2.77236	2.77254	2.77254
2460	2.77349	2.77367	2.77367
2461	2.77461	2.7748	2.7748
2462	2.77574	2.77592	2.77592
2463	2.77687	2.77705	2.77705
2464	2.778	2.77818	2.77818
2465	2.77912	2.77931	2.77931
2466	2.78025	2.78043	2.78043
2467	2.78138	2.78156	2.78156
2468	2.78251	2.78269	2.78269
2469	2.78363	2.78381	2.78381
2470	2.78476	2.78494	2.78494
2471	2.78589	2.78607	2.78607
2472	2.78701	2.78719	2.78719
2473	2.78814	2.78832	2.78832
2474	2.78927	2.78945	2.78945
2475	2.7904	2.79057	2.79057
2476	2.79152	2.7917	2.7917
2477	2.79265	2.79283	2.79283
2478	2.79378	2.79396	2.79396
2479	2.79491	2.79508	2.79508
2480	2.79603	2.79621	2.79621
2481	2.79716	2.79734	2.79734
2482	2.79829	2.79846	2.79846
2483	2.79942	2.79959	2.79959
2484	2.80054	2.80072	2.80072
2485	2.80167	2.80184	2.80184
2486	2.8028	2.80297	2.80297
2487	2.80393	2.8041	2.8041
2488	2.80505	2.80522	2.80522
2489	2.80618	2.80635	2.80635
2490	2.80731	2.80748	2.80748
2491	2.80844	2.8086	2.8086
2492	2.80956	2.80973	2.80973
2493	2.81069	2.81086	2.81086
2494	2.81182	2.81199	2.81199
2495	2.81295	2.81311	2.81311
2496	2.81407	2.81424	2.81424
2497	2.8152	2.81537	2.81537
2498	2.81633	2.81649	2.81649
2499	2.81746	2.81762	2.81762
2500	2.81858	2.81875	2.81875
2501	2.81971	2.81987	2.81987
2502	2.82084	2.821	2.821
2503	2.82197	2.82213	2.82213
2504	2.82309	2.82325	2.82325
2505	2.82422	2.82438	2.82438
2506	2.82535	2.82551	2.82551
2507	2.82648	2.82663	2.82663
2508	2.8276	2.82776	2.82776
2509	2.82873	2.82889	2.82889
2510	2.82986	2.83002	2.83002
2511	2.83098	2.83114	2.83114
2512	2.83211	2.83227	2.83227
2513	2.83324	2.8334	2.8334
2514	2.83437	2.83452	2.83452
2515	2.83549	2.83565	2.83565
2516	2.83662	2.83678	2.83678
2517	2.83775	2.8379	2.8379
2518	2.83888	2.83903	2.83903
2519	2.84	2.84016	2.84016
2520	2.84113	2.84128	2.84128
2521	2.84226	2.84241	2.84241
2522	2.84339	2.84354	2.84354
2523	2.84451	2.84466	2.84466
2524	2.84564	2.84579	2.84579
2525	2.84677	2.84692	2.84692
2526	2.8479	2.84805	2.84805
2527	2.84902	2.84917	2.84917
2528	2.85015	2.8503	2.8503
2529	2.85128	2.85143	2.85143
2530	2.85241	2.85255	2.85255
2531	2.85353	2.85368	2.85368
2532	2.85466	2.85481	2.85481
2533	2.85579	2.85593	2.85593
2534	2.85692	2.85706	2.85706
2535	2.85804	2.85819	2.85819
2536	2.85917	2.85931	2.85931
2537	2.8603	2.86044	2.86044
2538	2.86143	2.86157	2.86157
2539	2.86255	2.86269	2.86269
2540	2.86368	2.86382	2.86382
2541	2.86481	2.86495	2.86495
2542	2.86594	2.86608	2.86608
2543	2.86706	2.8672	2.8672
2544	2.86819	2.86833	2.86833
2545	2.86932	2.86946	2.86946
2546	2.87044	2.87058	2.87058
2547	2.87157	2.87171	2.87171
2548	2.8727	2.87284	2.87284
2549	2.87383	2.87396	2.87396
2550	2.87495	2.87509	2.87509
2551	2.87608	2.87622	2.87622
2552	2.87721	2.87734	2.87734
2553	2.87834	2.87847	2.87847
2554	2.87946	2.8796	2.8796
2555	2.88059	2.88072	2.88072
2556	2.88172	2.88185	2.88185
2557	2.88285	2.88298	2.88298
2558	2.88397	2.88411	2.88411
2559	2.8851	2.88523	2.88523
2560	2.88623	2.88636	2.88636
2561	2.88736	2.88749	2.88749
2562	2.88848	2.88861	2.88861
2563	2.88961	2.88974	2.88974
2564	2.89074	2.89087	2.89087
2565	2.89187	2.89199	2.89199
2566	2.89299	2.89312	2.89312
2567	2.89412	2.89425	2.89425
2568	2.89525	2.89537	2.89537
2569	2.89638	2.8965	2.8965
2570	2.8975	2.89763	2.89763
2571	2.89863	2.89875	2.89875
2572	2.89976	2.89988	2.89988
2573	2.90089	2.90101	2.90101
2574	2.90201	2.90214	2.90214
2575	2.90314	2.90326	2.90326
2576	2.90427	2.90439	2.90439
2577	2.9054	2.90552	2.90552
2578	2.90652	2.90664	2.90664
2579	2.90765	2.90777	2.90777
2580	2.90878	2.9089	2.9089
2581	2.90991	2.91002	2.91002
2582	2.91103	2.91115	2.91115
2583	2.91216	2.91228	2.91228
2584	2.91329	2.9134	2.9134
2585	2.91441	2.91453	2.91453
2586	2.91554	2.91566	2.91566
2587	2.91667	2.91678	2.91678
2588	2.9178	2.91791	2.91791
2589	2.91892	2.91904	2.91904
2590	2.92005	2.92017	2.92017
2591	2.92118	2.92129	2.92129
2592	2.92231	2.92242	2.92242
2593	2.92343	2.92355	2.92355
2594	2.92456	2.92467	2.92467
2595	2.92569	2.9258	2.9258
2596	2.92682	2.92693	2.92693
2597	2.92794	2.92805	2.92805
2598	2.92907	2.92918	2.92918
2599	2.9302	2.93031	2.93031
2600	2.93133	2.93143	2.93143
2601	2.93245	2.93256	2.93256
2602	2.93358	2.93369	2.93369
2603	2.93471	2.93481	2.93481
2604	2.93584	2.93594	2.93594
2605	2.93696	2.93707	2.93707
2606	2.93809	2.9382	2.9382
2607	2.93922	2.93932	2.93932
2608	2.94035	2.94045	2.94045
2609	2.94147	2.94158	2.94158
2610	2.9426	2.9427	2.9427
2611	2.94373	2.94383	2.94383
2612	2.94486	2.94496	2.94496
2613	2.94598	2.94608	2.94608
2614	2.94711	2.94721	2.94721
2615	2.94824	2.94834	2.94834
2616	2.94937	2.94946	2.94946
2617	2.95049	2.95059	2.95059
2618	2.95162	2.95172	2.95172
2619	2.95275	2.95284	2.95284
2620	2.95388	2.95397	2.95397
2621	2.955	2.9551	2.9551
2622	2.95613	2.95622	2.95622
2623	2.95726	2.95735	2.95735
2624	2.95838	2.95848	2.95848
2625	2.95951	2.95961	2.95961
2626	2.96064	2.96073	2.96073
2627	2.96177	2.96186	2.96186
2628	2.96289	2.96299	2.96299
2629	2.96402	2.96411	2.96411
2630	2.96515	2.96524	2.96524
2631	2.96628	2.96637	2.96637
2632	2.9674	2.96749	2.96749
2633	2.96853	2.96862	2.96862
2634	2.96966	2.96975	2.96975
2635	2.97079	2.97087	2.97087
2636	2.97191	2.972	2.972
2637	2.97304	2.97313	2.97313
2638	2.97417	2.97425	2.97425
2639	2.9753	2.97538	2.97538
2640	2.97642	2.97651	2.97651
2641	2.97755	2.97764	2.97764
2642	2.97868	2.97876	2.97876
2643	2.97981	2.97989	2.97989
2644	2.98093	2.98102	2.98102
2645	2.98206	2.98214	2.98214
2646	2.98319	2.98327	2.98327
2647	2.98432	2.9844	2.9844
2648	2.98544	2.98552	2.98552
2649	2.98657	2.98665	2.98665
2650	2.9877	2.98778	2.98778
2651	2.98883	2.9889	2.9889
2652	2.98995	2.99003	2.99003
2653	2.99108	2.99116	2.99116
2654	2.99221	2.99228	2.99228
2655	2.99334	2.99341	2.99341
2656	2.99446	2.99454	2.99454
2657	2.99559	2.99567	2.99567
2658	2.99672	2.99679	2.99679
2659	2.99784	2.99792	2.99792
2660	2.99897	2.99905	2.99905
2661	3.0001	3.00017	3.00017
2662	3.00123	3.0013	3.0013
2663	3.00235	3.00243	3.00243
2664	3.00348	3.00355	3.00355
2665	3.00461	3.00468	3.00468
2666	3.00574	3.00581	3.00581
2667	3.00686	3.00693	3.00693
2668	3.00799	3.00806	3.00806
2669	3.00912	3.00919	3.00919
2670	3.01025	3.01031	3.01031
2671	3.01137	3.01144	3.01144
2672	3.0125	3.01257	3.01257
2673	3.01363	3.01369	3.01369
2674	3.01476	3.01482	3.01482
2675	3.01588	3.01595	3.01595
2676	3.01701	3.01708	3.01708
2677	3.01814	3.0182	3.0182
2678	3.01927	3.01933	3.01933
2679	3.02039	3.02046	3.02046
2680	3.02152	3.02158	3.02158
2681	3.02265	3.02271	3.02271
2682	3.02378	3.02384	3.02384
2683	3.0249	3.02496	3.02496
2684	3.02603	3.02609	3.02609
2685	3.02716	3.02722	3.02722
2686	3.02829	3.02834	3.02834
2687	3.02941	3.02947	3.02947
2688	3.03054	3.0306	3.0306
2689	3.03167	3.03172	3.03172
2690	3.0328	3.03285	3.03285
2691	3.03392	3.03398	3.03398
2692	3.03505	3.03511	3.03511
2693	3.03618	3.03623	3.03623
2694	3.03731	3.03736	3.03736
2695	3.03843	3.03849	3.03849
2696	3.03956	3.03961	3.03961
2697	3.04069	3.04074	3.04074
2698	3.04181	3.04187	3.04187
2699	3.04294	3.04299	3.04299
2700	3.04407	3.04412	3.04412
2701	3.0452	3.04525	3.04525
2702	3.04632	3.04637	3.04637
2703	3.04745	3.0475	3.0475
2704	3.04858	3.04863	3.04863
2705	3.04971	3.04975	3.04975
2706	3.05083	3.05088	3.05088
2707	3.05196	3.05201	3.05201
2708	3.05309	3.05313	3.05313
2709	3.05422	3.05426	3.05426
2710	3.05534	3.05539	3.05539
2711	3.05647	3.05652	3.05652
2712	3.0576	3.05764	3.05764
2713	3.05873	3.05877	3.05877
2714	3.05985	3.0599	3.0599
2715	3.06098	3.06102	3.06102
2716	3.06211	3.06215	3.06215
2717	3.06324	3.06328	3.06328
2718	3.06436	3.0644	3.0644
2719	3.06549	3.06553	3.06553
2720	3.06662	3.06666	3.06666
2721	3.06775	3.06778	3.06778
2722	3.06887	3.06891	3.06891
2723	3.07	3.07004	3.07004
2724	3.07113	3.07116	3.07116
2725	3.07226	3.07229	3.07229
2726	3.07338	3.07342	3.07342
2727	3.07451	3.07454	3.07454
2728	3.07564	3.07567	3.07567
2729	3.07677	3.0768	3.0768
2730	3.07789	3.07793	3.07793
2731	3.07902	3.07905	3.07905
2732	3.08015	3.08018	3.08018
2733	3.08127	3.08131	3.08131
2734	3.0824	3.08243	3.08243
2735	3.08353	3.08356	3.08356
2736	3.08466	3.08469	3.08469
2737	3.08578	3.08581	3.08581
2738	3.08691	3.08694	3.08694
2739	3.08804	3.08807	3.08807
2740	3.08917	3.08919	3.08919
2741	3.09029	3.09032	3.09032
2742	3.09142	3.09145	3.09145
2743	3.09255	3.09257	3.09257
2744	3.09368	3.0937	3.0937
2745	3.0948	3.09483	3.09483
2746	3.09593	3.09596	3.09596
2747	3.09706	3.09708	3.09708
2748	3.09819	3.09821	3.09821
2749	3.09931	3.09934	3.09934
2750	3.10044	3.10046	3.10046
2751	3.10157	3.10159	3.10159
2752	3.1027	3.10272	3.10272
2753	3.10382	3.10384	3.10384
2754	3.10495	3.10497	3.10497
2755	3.10608	3.1061	3.1061
2756	3.10721	3.10722	3.10722
2757	3.10833	3.10835	3.10835
2758	3.10946	3.10948	3.10948
2759	3.11059	3.1106	3.1106
2760	3.11172	3.11173	3.11173
2761	3.11284	3.11286	3.11286
2762	3.11397	3.11398	3.11398
2763	3.1151	3.11511	3.11511
2764	3.11623	3.11624	3.11624
2765	3.11735	3.11737	3.11737
2766	3.11848	3.11849	3.11849
2767	3.11961	3.11962	3.11962
2768	3.12074	3.12075	3.12075
2769	3.12186	3.12187	3.12187
2770	3.12299	3.123	3.123
2771	3.12412	3.12413	3.12413
2772	3.12524	3.12525	3.12525
2773	3.12637	3.12638	3.12638
2774	3.1275	3.12751	3.12751
2775	3.12863	3.12863	3.12863
2776	3.12975	3.12976	3.12976
2777	3.13088	3.13089	3.13089
2778	3.13201	3.13201	3.13201
2779	3.13314	3.13314	3.13314
2780	3.13426	3.13427	3.13427
2781	3.13539	3.13539	3.13539
2782	3.13652	3.13652	3.13652
2783	3.13765	3.13765	3.13765
2784	3.13877	3.13878	3.13878
2785	3.1399	3.1399	3.1399
2786	3.14103	3.14103	3.14103
2787	3.14216	3.14216	3.14216
2788	3.14328	3.14328	3.14328
2789	3.14441	3.14441	3.14441
2790	3.14554	3.14554	3.14554
2791	3.14667	3.14666	3.14666
2792	3.14779	3.14779	3.14779
2793	3.14892	3.14892	3.14892
2794	3.15005	3.15004	3.15004
2795	3.15118	3.15117	3.15117
2796	3.1523	3.1523	3.1523
2797	3.15343	3.15342	3.15342
2798	3.15456	3.15455	3.15455
2799	3.15569	3.15568	3.15568
2800	3.15681	3.15681	3.15681
2801	3.15794	3.15793	3.15793
2802	3.15907	3.15906	3.15906
2803	3.1602	3.16019	3.16019
2804	3.16132	3.16131	3.16131
2805	3.16245	3.16244	3.16244
2806	3.16358	3.16357	3.16357
2807	3.16471	3.16469	3.16469
2808	3.16583	3.16582	3.16582
2809	3.16696	3.16695	3.16695
2810	3.16809	3.16807	3.16807
2811	3.16921	3.1692	3.1692
2812	3.17034	3.17033	3.17033
2813	3.17147	3.17145	3.17145
2814	3.1726	3.17258	3.17258
2815	3.17372	3.17371	3.17371
2816	3.17485	3.17483	3.17483
2817	3.17598	3.17596	3.17596
2818	3.17711	3.17709	3.17709
2819	3.17823	3.17822	3.17822
2820	3.17936	3.17934	3.17934
2821	3.18049	3.18047	3.18047
2822	3.18162	3.1816	3.1816
2823	3.18274	3.18272	3.18272
2824	3.18387	3.18385	3.18385
2825	3.185	3.18498	3.18498
2826	3.18613	3.1861	3.1861
2827	3.18725	3.18723	3.18723
2828	3.18838	3.18836	3.18836
2829	3.18951	3.18948	3.18948
2830	3.19064	3.19061	3.19061
2831	3.19176	3.19174	3.19174
2832	3.19289	3.19286	3.19286
2833	3.19402	3.19399	3.19399
2834	3.19515	3.19512	3.19512
2835	3.19627	3.19625	3.19625
2836	3.1974	3.19737	3.19737
2837	3.19853	3.1985	3.1985
2838	3.19966	3.19963	3.19963
2839	3.20078	3.20075	3.20075
2840	3.20191	3.20188	3.20188
2841	3.20304	3.20301	3.20301
2842	3.20417	3.20413	3.20413
2843	3.20529	3.20526	3.20526
2844	3.20642	3.20639	3.20639
2845	3.20755	3.20751	3.20751
2846	3.20867	3.20864	3.20864
2847	3.2098	3.20977	3.20977
2848	3.21093	3.21089	3.21089
2849	3.21206	3.21202	3.21202
2850	3.21318	3.21315	3.21315
2851	3.21431	3.21427	3.21427
2852	3.21544	3.2154	3.2154
2853	3.21657	3.21653	3.21653
2854	3.21769	3.21766	3.21766
2855	3.21882	3.21878	3.21878
2856	3.21995	3.21991	3.21991
2857	3.22108	3.22104	3.22104
2858	3.2222	3.22216	3.22216
2859	3.22333	3.22329	3.22329
2860	3.22446	3.22442	3.22442
2861	3.22559	3.22554	3.22554
2862	3.22671	3.22667	3.22667
2863	3.22784	3.2278	3.2278
2864	3.22897	3.22892	3.22892
2865	3.2301	3.23005	3.23005
2866	3.23122	3.23118	3.23118
2867	3.23235	3.2323	3.2323
2868	3.23348	3.23343	3.23343
2869	3.23461	3.23456	3.23456
2870	3.23573	3.23568	3.23568
2871	3.23686	3.23681	3.23681
2872	3.23799	3.23794	3.23794
2873	3.23912	3.23907	3.23907
2874	3.24024	3.24019	3.24019
2875	3.24137	3.24132	3.24132
2876	3.2425	3.24245	3.24245
2877	3.24363	3.24357	3.24357
2878	3.24475	3.2447	3.2447
2879	3.24588	3.24583	3.24583
2880	3.24701	3.24695	3.24695
2881	3.24814	3.24808	3.24808
2882	3.24926	3.24921	3.24921
2883	3.25039	3.25033	3.25033
2884	3.25152	3.25146	3.25146
2885	3.25264	3.25259	3.25259
2886	3.25377	3.25371	3.25371
2887	3.2549	3.25484	3.25484
2888	3.25603	3.25597	3.25597
2889	3.25715	3.2571	3.2571
2890	3.25828	3.25822	3.25822
2891	3.25941	3.25935	3.25935
2892	3.26054	3.26048	3.26048
2893	3.26166	3.2616	3.2616
2894	3.26279	3.26273	3.26273
2895	3.26392	3.26386	3.26386
2896	3.26505	3.26498	3.26498
2897	3.26617	3.26611	3.26611
2898	3.2673	3.26724	3.26724
2899	3.26843	3.26836	3.26836
2900	3.26956	3.26949	3.26949
2901	3.27068	3.27062	3.27062
2902	3.27181	3.27174	3.27174
2903	3.27294	3.27287	3.27287
2904	3.27407	3.274	3.274
2905	3.27519	3.27512	3.27512
2906	3.27632	3.27625	3.27625
2907	3.27745	3.27738	3.27738
2908	3.27858	3.27851	3.27851
2909	3.2797	3.27963	3.27963
2910	3.28083	3.28076	3.28076
2911	3.28196	3.28189	3.28189
2912	3.28309	3.28301	3.28301
2913	3.28421	3.28414	3.28414
2914	3.28534	3.28527	3.28527
2915	3.28647	3.28639	3.28639
2916	3.2876	3.28752	3.28752
2917	3.28872	3.28865	3.28865
2918	3.28985	3.28977	3.28977
2919	3.29098	3.2909	3.2909
2920	3.2921	3.29203	3.29203
2921	3.29323	3.29315	3.29315
2922	3.29436	3.29428	3.29428
2923	3.29549	3.29541	3.29541
2924	3.29661	3.29654	3.29654
2925	3.29774	3.29766	3.29766
2926	3.29887	3.29879	3.29879
2927	3.3	3.29992	3.29992
2928	3.30112	3.30104	3.30104
2929	3.30225	3.30217	3.30217
2930	3.30338	3.3033	3.3033
2931	3.30451	3.30442	3.30442
2932	3.30563	3.30555	3.30555
2933	3.30676	3.30668	3.30668
2934	3.30789	3.3078	3.3078
2935	3.30902	3.30893	3.30893
2936	3.31014	3.31006	3.31006
2937	3.31127	3.31118	3.31118
2938	3.3124	3.31231	3.31231
2939	3.31353	3.31344	3.31344
2940	3.31465	3.31456	3.31456
2941	3.31578	3.31569	3.31569
2942	3.31691	3.31682	3.31682
2943	3.31804	3.31795	3.31795
2944	3.31916	3.31907	3.31907
2945	3.32029	3.3202	3.3202
2946	3.32142	3.32133	3.32133
2947	3.32255	3.32245	3.32245
2948	3.32367	3.32358	3.32358
2949	3.3248	3.32471	3.32471
2950	3.32593	3.32583	3.32583
2951	3.32706	3.32696	3.32696
2952	3.32818	3.32809	3.32809
2953	3.32931	3.32921	3.32921
2954	3.33044	3.33034	3.33034
2955	3.33157	3.33147	3.33147
2956	3.33269	3.33259	3.33259
2957	3.33382	3.33372	3.33372
2958	3.33495	3.33485	3.33485
2959	3.33607	3.33598	3.33598
2960	3.3372	3.3371	3.3371
2961	3.33833	3.33823	3.33823
2962	3.33946	3.33936	3.33936
2963	3.34058	3.34048	3.34048
2964	3.34171	3.34161	3.34161
2965	3.34284	3.34274	3.34274
2966	3.34397	3.34386	3.34386
2967	3.34509	3.34499	3.34499
2968	3.34622	3.34612	3.34612
2969	3.34735	3.34724	3.34724
2970	3.34848	3.34837	3.34837
2971	3.3496	3.3495	3.3495
2972	3.35073	3.35062	3.35062
2973	3.35186	3.35175	3.35175
2974	3.35299	3.35288	3.35288
2975	3.35411	3.35401	3.35401
2976	3.35524	3.35513	3.35513
2977	3.35637	3.35626	3.35626
2978	3.3575	3.35739	3.35739
2979	3.35862	3.35851	3.35851
2980	3.35975	3.35964	3.35964
2981	3.36088	3.36077	3.36077
2982	3.36201	3.36189	3.36189
2983	3.36313	3.36302	3.36302
2984	3.36426	3.36415	3.36415
2985	3.36539	3.36527	3.36527
2986	3.36652	3.3664	3.3664
2987	3.36764	3.36753	3.36753
2988	3.36877	3.36865	3.36865
2989	3.3699	3.36978	3.36978
2990	3.37103	3.37091	3.37091
2991	3.37215	3.37204	3.37204
2992	3.37328	3.37316	3.37316
2993	3.37441	3.37429	3.37429
2994	3.37554	3.37542	3.37542
2995	3.37666	3.37654	3.37654
2996	3.37779	3.37767	3.37767
2997	3.37892	3.3788	3.3788
2998	3.38004	3.37992	3.37992
2999	3.38117	3.38105	3.38105
3000	3.3823	3.38218	3.38218
3001	3.38343	3.3833	3.3833
3002	3.38455	3.38443	3.38443
3003	3.38568	3.38556	3.38556
3004	3.38681	3.38668	3.38668
3005	3.38794	3.38781	3.38781
3006	3.38906	3.38894	3.38894
3007	3.39019	3.39006	3.39006
3008	3.39132	3.39119	3.39119
3009	3.39245	3.39232	3.39232
3010	3.39357	3.39345	3.39345
3011	3.3947	3.39457	3.39457
3012	3.39583	3.3957	3.3957
3013	3.39696	3.39683	3.39683
3014	3.39808	3.39795	3.39795
3015	3.39921	3.39908	3.39908
3016	3.40034	3.40021	3.40021
3017	3.40147	3.40133	3.40133
3018	3.40259	3.40246	3.40246
3019	3.40372	3.40359	3.40359
3020	3.40485	3.40471	3.40471
3021	3.40598	3.40584	3.40584
3022	3.4071	3.40697	3.40697
3023	3.40823	3.40809	3.40809
3024	3.40936	3.40922	3.40922
3025	3.41049	3.41035	3.41035
3026	3.41161	3.41148	3.41148
3027	3.41274	3.4126	3.4126
3028	3.41387	3.41373	3.41373
3029	3.415	3.41486	3.41486
3030	3.41612	3.41598	3.41598
3031	3.41725	3.41711	3.41711
3032	3.41838	3.41824	3.41824
3033	3.4195	3.41936	3.41936
3034	3.42063	3.42049	3.42049
3035	3.42176	3.42162	3.42162
3036	3.42289	3.42274	3.42274
3037	3.42401	3.42387	3.42387
3038	3.42514	3.425	3.425
3039	3.42627	3.42612	3.42612
3040	3.4274	3.42725	3.42725
3041	3.42852	3.42838	3.42838
3042	3.42965	3.42951	3.42951
3043	3.43078	3.43063	3.43063
3044	3.43191	3.43176	3.43176
3045	3.43303	3.43289	3.43289
3046	3.43416	3.43401	3.43401
3047	3.43529	3.43514	3.43514
3048	3.43642	3.43627	3.43627
3049	3.43754	3.43739	3.43739
3050	3.43867	3.43852	3.43852
3051	3.4398	3.43965	3.43965
3052	3.44093	3.44077	3.44077
3053	3.44205	3.4419	3.4419
3054	3.44318	3.44303	3.44303
3055	3.44431	3.44415	3.44415
3056	3.44544	3.44528	3.44528
3057	3.44656	3.44641	3.44641
3058	3.44769	3.44754	3.44754
3059	3.44882	3.44866	3.44866
3060	3.44995	3.44979	3.44979
3061	3.45107	3.45092	3.45092
3062	3.4522	3.45204	3.45204
3063	3.45333	3.45317	3.45317
3064	3.45446	3.4543	3.4543
3065	3.45558	3.45542	3.45542
3066	3.45671	3.45655	3.45655
3067	3.45784	3.45768	3.45768
3068	3.45897	3.4588	3.4588
3069	3.46009	3.45993	3.45993
3070	3.46122	3.46106	3.46106
3071	3.46235	3.46218	3.46218
3072	3.46347	3.46331	3.46331
3073	3.4646	3.46444	3.46444
3074	3.46573	3.46557	3.46557
3075	3.46686	3.46669	3.46669
3076	3.46798	3.46782	3.46782
3077	3.46911	3.46895	3.46895
3078	3.47024	3.47007	3.47007
3079	3.47137	3.4712	3.4712
3080	3.47249	3.47233	3.47233
3081	3.47362	3.47345	3.47345
3082	3.47475	3.47458	3.47458
3083	3.47588	3.47571	3.47571
3084	3.477	3.47683	3.47683
3085	3.47813	3.47796	3.47796
3086	3.47926	3.47909	3.47909
3087	3.48039	3.48022	3.48022
3088	3.48151	3.48134	3.48134
3089	3.48264	3.48247	3.48247
3090	3.48377	3.4836	3.4836
3091	3.4849	3.48472	3.48472
3092	3.48602	3.48585	3.48585
3093	3.48715	3.48698	3.48698
3094	3.48828	3.4881	3.4881
3095	3.48941	3.48923	3.48923
3096	3.49053	3.49036	3.49036
3097	3.49166	3.49148	3.49148
3098	3.49279	3.49261	3.49261
3099	3.49392	3.49374	3.49374
3100	3.49504	3.49486	3.49486
3101	3.49617	3.49599	3.49599
3102	3.4973	3.49712	3.49712
3103	3.49843	3.49825	3.49825
3104	3.49955	3.49937	3.49937
3105	3.50068	3.5005	3.5005
3106	3.50181	3.50163	3.50163
3107	3.50293	3.50275	3.50275
3108	3.50406	3.50388	3.50388
3109	3.50519	3.50501	3.50501
3110	3.50632	3.50613	3.50613
3111	3.50744	3.50726	3.50726
3112	3.50857	3.50839	3.50839
3113	3.5097	3.50951	3.50951
3114	3.51083	3.51064	3.51064
3115	3.51195	3.51177	3.51177
3116	3.51308	3.51289	3.51289
3117	3.51421	3.51402	3.51402
3118	3.51534	3.51515	3.51515
3119	3.51646	3.51628	3.51628
3120	3.51759	3.5174	3.5174
3121	3.51872	3.51853	3.51853
3122	3.51985	3.51966	3.51966
3123	3.52097	3.52078	3.52078
3124	3.5221	3.52191	3.52191
3125	3.52323	3.52304	3.52304
3126	3.52436	3.52416	3.52416
3127	3.52548	3.52529	3.52529
3128	3.52661	3.52642	3.52642
3129	3.52774	3.52754	3.52754
3130	3.52887	3.52867	3.52867
3131	3.52999	3.5298	3.5298
3132	3.53112	3.53093	3.53093
3133	3.53225	3.53205	3.53205
3134	3.53338	3.53318	3.53318
