t -  arbitrary time, [c]	M - mean anomaly, [rad]	E - eccentric anonaly, [rad]	Theta - true anomaly, [rad]
799	0.900819	0.901223	0.901223
800	0.901947	0.902351	0.902351
801	0.903074	0.903479	0.903479
802	0.904201	0.904607	0.904607
803	0.905329	0.905735	0.905735
804	0.906456	0.906862	0.906862
805	0.907584	0.90799	0.90799
806	0.908711	0.909118	0.909118
807	0.909839	0.910246	0.910246
808	0.910966	0.911373	0.911373
809	0.912093	0.912501	0.912501
810	0.913221	0.913629	0.913629
811	0.914348	0.914757	0.914757
812	0.915476	0.915885	0.915885
813	0.916603	0.917012	0.917012
814	0.917731	0.91814	0.91814
815	0.918858	0.919268	0.919268
816	0.919986	0.920396	0.920396
817	0.921113	0.921524	0.921524
818	0.92224	0.922651	0.922651
819	0.923368	0.923779	0.923779
820	0.924495	0.924907	0.924907
821	0.925623	0.926035	0.926035
822	0.92675	0.927162	0.927162
823	0.927878	0.92829	0.92829
824	0.929005	0.929418	0.929418
825	0.930132	0.930546	0.930546
826	0.93126	0.931674	0.931674
827	0.932387	0.932801	0.932801
828	0.933515	0.933929	0.933929
829	0.934642	0.935057	0.935057
830	0.93577	0.936185	0.936185
831	0.936897	0.937312	0.937312
832	0.938024	0.93844	0.93844
833	0.939152	0.939568	0.939568
834	0.940279	0.940696	0.940696
835	0.941407	0.941824	0.941824
836	0.942534	0.942951	0.942951
837	0.943662	0.944079	0.944079
838	0.944789	0.945207	0.945207
839	0.945916	0.946335	0.946335
840	0.947044	0.947462	0.947462
841	0.948171	0.94859	0.94859
842	0.949299	0.949718	0.949718
843	0.950426	0.950846	0.950846
844	0.951554	0.951974	0.951974
845	0.952681	0.953101	0.953101
846	0.953808	0.954229	0.954229
847	0.954936	0.955357	0.955357
848	0.956063	0.956485	0.956485
849	0.957191	0.957612	0.957612
850	0.958318	0.95874	0.95874
851	0.959446	0.959868	0.959868
852	0.960573	0.960996	0.960996
853	0.961701	0.962123	0.962123
854	0.962828	0.963251	0.963251
855	0.963955	0.964379	0.964379
856	0.965083	0.965507	0.965507
857	0.96621	0.966635	0.966635
858	0.967338	0.967762	0.967762
859	0.968465	0.96889	0.96889
860	0.969593	0.970018	0.970018
861	0.97072	0.971146	0.971146
862	0.971847	0.972273	0.972273
863	0.972975	0.973401	0.973401
864	0.974102	0.974529	0.974529
865	0.97523	0.975657	0.975657
866	0.976357	0.976784	0.976784
867	0.977485	0.977912	0.977912
868	0.978612	0.97904	0.97904
869	0.979739	0.980168	0.980168
870	0.980867	0.981295	0.981295
871	0.981994	0.982423	0.982423
872	0.983122	0.983551	0.983551
873	0.984249	0.984679	0.984679
874	0.985377	0.985806	0.985806
875	0.986504	0.986934	0.986934
876	0.987631	0.988062	0.988062
877	0.988759	0.98919	0.98919
878	0.989886	0.990317	0.990317
879	0.991014	0.991445	0.991445
880	0.992141	0.992573	0.992573
881	0.993269	0.993701	0.993701
882	0.994396	0.994828	0.994828
883	0.995524	0.995956	0.995956
884	0.996651	0.997084	0.997084
885	0.997778	0.998212	0.998212
886	0.998906	0.999339	0.999339
887	1.00003	1.00047	1.00047
888	1.00116	1.00159	1.00159
889	1.00229	1.00272	1.00272
890	1.00342	1.00385	1.00385
891	1.00454	1.00498	1.00498
892	1.00567	1.00611	1.00611
893	1.0068	1.00723	1.00723
894	1.00793	1.00836	1.00836
895	1.00905	1.00949	1.00949
896	1.01018	1.01062	1.01062
897	1.01131	1.01174	1.01174
898	1.01244	1.01287	1.01287
899	1.01356	1.014	1.014
900	1.01469	1.01513	1.01513
901	1.01582	1.01626	1.01626
902	1.01694	1.01738	1.01738
903	1.01807	1.01851	1.01851
904	1.0192	1.01964	1.01964
905	1.02033	1.02077	1.02077
906	1.02145	1.02189	1.02189
907	1.02258	1.02302	1.02302
908	1.02371	1.02415	1.02415
909	1.02484	1.02528	1.02528
910	1.02596	1.02641	1.02641
911	1.02709	1.02753	1.02753
912	1.02822	1.02866	1.02866
913	1.02935	1.02979	1.02979
914	1.03047	1.03092	1.03092
915	1.0316	1.03204	1.03204
916	1.03273	1.03317	1.03317
917	1.03386	1.0343	1.0343
918	1.03498	1.03543	1.03543
919	1.03611	1.03655	1.03655
920	1.03724	1.03768	1.03768
921	1.03837	1.03881	1.03881
922	1.03949	1.03994	1.03994
923	1.04062	1.04107	1.04107
924	1.04175	1.04219	1.04219
925	1.04288	1.04332	1.04332
926	1.044	1.04445	1.04445
927	1.04513	1.04558	1.04558
928	1.04626	1.0467	1.0467
929	1.04739	1.04783	1.04783
930	1.04851	1.04896	1.04896
931	1.04964	1.05009	1.05009
932	1.05077	1.05122	1.05122
933	1.0519	1.05234	1.05234
934	1.05302	1.05347	1.05347
935	1.05415	1.0546	1.0546
936	1.05528	1.05573	1.05573
937	1.0564	1.05685	1.05685
938	1.05753	1.05798	1.05798
939	1.05866	1.05911	1.05911
940	1.05979	1.06024	1.06024
941	1.06091	1.06136	1.06136
942	1.06204	1.06249	1.06249
943	1.06317	1.06362	1.06362
944	1.0643	1.06475	1.06475
945	1.06542	1.06588	1.06588
946	1.06655	1.067	1.067
947	1.06768	1.06813	1.06813
948	1.06881	1.06926	1.06926
949	1.06993	1.07039	1.07039
950	1.07106	1.07151	1.07151
951	1.07219	1.07264	1.07264
952	1.07332	1.07377	1.07377
953	1.07444	1.0749	1.0749
954	1.07557	1.07602	1.07602
955	1.0767	1.07715	1.07715
956	1.07783	1.07828	1.07828
957	1.07895	1.07941	1.07941
958	1.08008	1.08054	1.08054
959	1.08121	1.08166	1.08166
960	1.08234	1.08279	1.08279
961	1.08346	1.08392	1.08392
962	1.08459	1.08505	1.08505
963	1.08572	1.08617	1.08617
964	1.08685	1.0873	1.0873
965	1.08797	1.08843	1.08843
966	1.0891	1.08956	1.08956
967	1.09023	1.09069	1.09069
968	1.09136	1.09181	1.09181
969	1.09248	1.09294	1.09294
970	1.09361	1.09407	1.09407
971	1.09474	1.0952	1.0952
972	1.09587	1.09632	1.09632
973	1.09699	1.09745	1.09745
974	1.09812	1.09858	1.09858
975	1.09925	1.09971	1.09971
976	1.10037	1.10083	1.10083
977	1.1015	1.10196	1.10196
978	1.10263	1.10309	1.10309
979	1.10376	1.10422	1.10422
980	1.10488	1.10535	1.10535
981	1.10601	1.10647	1.10647
982	1.10714	1.1076	1.1076
983	1.10827	1.10873	1.10873
984	1.10939	1.10986	1.10986
985	1.11052	1.11098	1.11098
986	1.11165	1.11211	1.11211
987	1.11278	1.11324	1.11324
988	1.1139	1.11437	1.11437
989	1.11503	1.11549	1.11549
990	1.11616	1.11662	1.11662
991	1.11729	1.11775	1.11775
992	1.11841	1.11888	1.11888
993	1.11954	1.12001	1.12001
994	1.12067	1.12113	1.12113
995	1.1218	1.12226	1.12226
996	1.12292	1.12339	1.12339
997	1.12405	1.12452	1.12452
998	1.12518	1.12564	1.12564
999	1.12631	1.12677	1.12677
1000	1.12743	1.1279	1.1279
1001	1.12856	1.12903	1.12903
1002	1.12969	1.13015	1.13015
1003	1.13082	1.13128	1.13128
1004	1.13194	1.13241	1.13241
1005	1.13307	1.13354	1.13354
1006	1.1342	1.13467	1.13467
1007	1.13533	1.13579	1.13579
1008	1.13645	1.13692	1.13692
1009	1.13758	1.13805	1.13805
1010	1.13871	1.13918	1.13918
1011	1.13983	1.1403	1.1403
1012	1.14096	1.14143	1.14143
1013	1.14209	1.14256	1.14256
1014	1.14322	1.14369	1.14369
1015	1.14434	1.14481	1.14481
1016	1.14547	1.14594	1.14594
1017	1.1466	1.14707	1.14707
1018	1.14773	1.1482	1.1482
1019	1.14885	1.14932	1.14932
1020	1.14998	1.15045	1.15045
1021	1.15111	1.15158	1.15158
1022	1.15224	1.15271	1.15271
1023	1.15336	1.15384	1.15384
1024	1.15449	1.15496	1.15496
1025	1.15562	1.15609	1.15609
1026	1.15675	1.15722	1.15722
1027	1.15787	1.15835	1.15835
1028	1.159	1.15947	1.15947
1029	1.16013	1.1606	1.1606
1030	1.16126	1.16173	1.16173
1031	1.16238	1.16286	1.16286
1032	1.16351	1.16398	1.16398
1033	1.16464	1.16511	1.16511
1034	1.16577	1.16624	1.16624
1035	1.16689	1.16737	1.16737
1036	1.16802	1.1685	1.1685
1037	1.16915	1.16962	1.16962
1038	1.17028	1.17075	1.17075
1039	1.1714	1.17188	1.17188
1040	1.17253	1.17301	1.17301
1041	1.17366	1.17413	1.17413
1042	1.17479	1.17526	1.17526
1043	1.17591	1.17639	1.17639
1044	1.17704	1.17752	1.17752
1045	1.17817	1.17864	1.17864
1046	1.1793	1.17977	1.17977
1047	1.18042	1.1809	1.1809
1048	1.18155	1.18203	1.18203
1049	1.18268	1.18315	1.18315
1050	1.1838	1.18428	1.18428
1051	1.18493	1.18541	1.18541
1052	1.18606	1.18654	1.18654
1053	1.18719	1.18767	1.18767
1054	1.18831	1.18879	1.18879
1055	1.18944	1.18992	1.18992
1056	1.19057	1.19105	1.19105
1057	1.1917	1.19218	1.19218
1058	1.19282	1.1933	1.1933
1059	1.19395	1.19443	1.19443
1060	1.19508	1.19556	1.19556
1061	1.19621	1.19669	1.19669
1062	1.19733	1.19781	1.19781
1063	1.19846	1.19894	1.19894
1064	1.19959	1.20007	1.20007
1065	1.20072	1.2012	1.2012
1066	1.20184	1.20232	1.20232
1067	1.20297	1.20345	1.20345
1068	1.2041	1.20458	1.20458
1069	1.20523	1.20571	1.20571
1070	1.20635	1.20684	1.20684
1071	1.20748	1.20796	1.20796
1072	1.20861	1.20909	1.20909
1073	1.20974	1.21022	1.21022
1074	1.21086	1.21135	1.21135
1075	1.21199	1.21247	1.21247
1076	1.21312	1.2136	1.2136
1077	1.21425	1.21473	1.21473
1078	1.21537	1.21586	1.21586
1079	1.2165	1.21698	1.21698
1080	1.21763	1.21811	1.21811
1081	1.21876	1.21924	1.21924
1082	1.21988	1.22037	1.22037
1083	1.22101	1.22149	1.22149
1084	1.22214	1.22262	1.22262
1085	1.22327	1.22375	1.22375
1086	1.22439	1.22488	1.22488
1087	1.22552	1.22601	1.22601
1088	1.22665	1.22713	1.22713
1089	1.22777	1.22826	1.22826
1090	1.2289	1.22939	1.22939
1091	1.23003	1.23052	1.23052
1092	1.23116	1.23164	1.23164
1093	1.23228	1.23277	1.23277
1094	1.23341	1.2339	1.2339
1095	1.23454	1.23503	1.23503
1096	1.23567	1.23615	1.23615
1097	1.23679	1.23728	1.23728
1098	1.23792	1.23841	1.23841
1099	1.23905	1.23954	1.23954
1100	1.24018	1.24066	1.24066
1101	1.2413	1.24179	1.24179
1102	1.24243	1.24292	1.24292
1103	1.24356	1.24405	1.24405
1104	1.24469	1.24517	1.24517
1105	1.24581	1.2463	1.2463
1106	1.24694	1.24743	1.24743
1107	1.24807	1.24856	1.24856
1108	1.2492	1.24969	1.24969
1109	1.25032	1.25081	1.25081
1110	1.25145	1.25194	1.25194
1111	1.25258	1.25307	1.25307
1112	1.25371	1.2542	1.2542
1113	1.25483	1.25532	1.25532
1114	1.25596	1.25645	1.25645
1115	1.25709	1.25758	1.25758
1116	1.25822	1.25871	1.25871
1117	1.25934	1.25983	1.25983
1118	1.26047	1.26096	1.26096
1119	1.2616	1.26209	1.26209
1120	1.26273	1.26322	1.26322
1121	1.26385	1.26434	1.26434
1122	1.26498	1.26547	1.26547
1123	1.26611	1.2666	1.2666
1124	1.26723	1.26773	1.26773
1125	1.26836	1.26885	1.26885
1126	1.26949	1.26998	1.26998
1127	1.27062	1.27111	1.27111
1128	1.27174	1.27224	1.27224
1129	1.27287	1.27336	1.27336
1130	1.274	1.27449	1.27449
1131	1.27513	1.27562	1.27562
1132	1.27625	1.27675	1.27675
1133	1.27738	1.27788	1.27788
1134	1.27851	1.279	1.279
1135	1.27964	1.28013	1.28013
1136	1.28076	1.28126	1.28126
1137	1.28189	1.28239	1.28239
1138	1.28302	1.28351	1.28351
1139	1.28415	1.28464	1.28464
1140	1.28527	1.28577	1.28577
1141	1.2864	1.2869	1.2869
1142	1.28753	1.28802	1.28802
1143	1.28866	1.28915	1.28915
1144	1.28978	1.29028	1.29028
1145	1.29091	1.29141	1.29141
1146	1.29204	1.29253	1.29253
1147	1.29317	1.29366	1.29366
1148	1.29429	1.29479	1.29479
1149	1.29542	1.29592	1.29592
1150	1.29655	1.29704	1.29704
1151	1.29768	1.29817	1.29817
1152	1.2988	1.2993	1.2993
1153	1.29993	1.30043	1.30043
1154	1.30106	1.30155	1.30155
1155	1.30219	1.30268	1.30268
1156	1.30331	1.30381	1.30381
1157	1.30444	1.30494	1.30494
1158	1.30557	1.30607	1.30607
1159	1.3067	1.30719	1.30719
1160	1.30782	1.30832	1.30832
1161	1.30895	1.30945	1.30945
1162	1.31008	1.31058	1.31058
1163	1.3112	1.3117	1.3117
1164	1.31233	1.31283	1.31283
1165	1.31346	1.31396	1.31396
1166	1.31459	1.31509	1.31509
1167	1.31571	1.31621	1.31621
1168	1.31684	1.31734	1.31734
1169	1.31797	1.31847	1.31847
1170	1.3191	1.3196	1.3196
1171	1.32022	1.32072	1.32072
1172	1.32135	1.32185	1.32185
1173	1.32248	1.32298	1.32298
1174	1.32361	1.32411	1.32411
1175	1.32473	1.32523	1.32523
1176	1.32586	1.32636	1.32636
1177	1.32699	1.32749	1.32749
1178	1.32812	1.32862	1.32862
1179	1.32924	1.32974	1.32974
1180	1.33037	1.33087	1.33087
1181	1.3315	1.332	1.332
1182	1.33263	1.33313	1.33313
1183	1.33375	1.33425	1.33425
1184	1.33488	1.33538	1.33538
1185	1.33601	1.33651	1.33651
1186	1.33714	1.33764	1.33764
1187	1.33826	1.33876	1.33876
1188	1.33939	1.33989	1.33989
1189	1.34052	1.34102	1.34102
1190	1.34165	1.34215	1.34215
1191	1.34277	1.34328	1.34328
1192	1.3439	1.3444	1.3444
1193	1.34503	1.34553	1.34553
1194	1.34616	1.34666	1.34666
1195	1.34728	1.34779	1.34779
1196	1.34841	1.34891	1.34891
1197	1.34954	1.35004	1.35004
1198	1.35066	1.35117	1.35117
1199	1.35179	1.3523	1.3523
1200	1.35292	1.35342	1.35342
1201	1.35405	1.35455	1.35455
1202	1.35517	1.35568	1.35568
1203	1.3563	1.35681	1.35681
1204	1.35743	1.35793	1.35793
1205	1.35856	1.35906	1.35906
1206	1.35968	1.36019	1.36019
1207	1.36081	1.36132	1.36132
1208	1.36194	1.36244	1.36244
1209	1.36307	1.36357	1.36357
1210	1.36419	1.3647	1.3647
1211	1.36532	1.36583	1.36583
1212	1.36645	1.36695	1.36695
1213	1.36758	1.36808	1.36808
1214	1.3687	1.36921	1.36921
1215	1.36983	1.37034	1.37034
1216	1.37096	1.37146	1.37146
1217	1.37209	1.37259	1.37259
1218	1.37321	1.37372	1.37372
1219	1.37434	1.37485	1.37485
1220	1.37547	1.37597	1.37597
1221	1.3766	1.3771	1.3771
1222	1.37772	1.37823	1.37823
1223	1.37885	1.37936	1.37936
1224	1.37998	1.38048	1.38048
1225	1.38111	1.38161	1.38161
1226	1.38223	1.38274	1.38274
1227	1.38336	1.38387	1.38387
1228	1.38449	1.38499	1.38499
1229	1.38562	1.38612	1.38612
1230	1.38674	1.38725	1.38725
1231	1.38787	1.38838	1.38838
1232	1.389	1.3895	1.3895
1233	1.39013	1.39063	1.39063
1234	1.39125	1.39176	1.39176
1235	1.39238	1.39289	1.39289
1236	1.39351	1.39401	1.39401
1237	1.39463	1.39514	1.39514
1238	1.39576	1.39627	1.39627
1239	1.39689	1.3974	1.3974
1240	1.39802	1.39853	1.39853
1241	1.39914	1.39965	1.39965
1242	1.40027	1.40078	1.40078
1243	1.4014	1.40191	1.40191
1244	1.40253	1.40304	1.40304
1245	1.40365	1.40416	1.40416
1246	1.40478	1.40529	1.40529
1247	1.40591	1.40642	1.40642
1248	1.40704	1.40755	1.40755
1249	1.40816	1.40867	1.40867
1250	1.40929	1.4098	1.4098
1251	1.41042	1.41093	1.41093
1252	1.41155	1.41206	1.41206
1253	1.41267	1.41318	1.41318
1254	1.4138	1.41431	1.41431
1255	1.41493	1.41544	1.41544
1256	1.41606	1.41657	1.41657
1257	1.41718	1.41769	1.41769
1258	1.41831	1.41882	1.41882
1259	1.41944	1.41995	1.41995
1260	1.42057	1.42108	1.42108
1261	1.42169	1.4222	1.4222
1262	1.42282	1.42333	1.42333
1263	1.42395	1.42446	1.42446
1264	1.42508	1.42559	1.42559
1265	1.4262	1.42671	1.42671
1266	1.42733	1.42784	1.42784
1267	1.42846	1.42897	1.42897
1268	1.42959	1.4301	1.4301
1269	1.43071	1.43122	1.43122
1270	1.43184	1.43235	1.43235
1271	1.43297	1.43348	1.43348
1272	1.4341	1.43461	1.43461
1273	1.43522	1.43573	1.43573
1274	1.43635	1.43686	1.43686
1275	1.43748	1.43799	1.43799
1276	1.4386	1.43912	1.43912
1277	1.43973	1.44024	1.44024
1278	1.44086	1.44137	1.44137
1279	1.44199	1.4425	1.4425
1280	1.44311	1.44363	1.44363
1281	1.44424	1.44475	1.44475
1282	1.44537	1.44588	1.44588
1283	1.4465	1.44701	1.44701
1284	1.44762	1.44814	1.44814
1285	1.44875	1.44926	1.44926
1286	1.44988	1.45039	1.45039
1287	1.45101	1.45152	1.45152
1288	1.45213	1.45265	1.45265
1289	1.45326	1.45377	1.45377
1290	1.45439	1.4549	1.4549
1291	1.45552	1.45603	1.45603
1292	1.45664	1.45716	1.45716
1293	1.45777	1.45828	1.45828
1294	1.4589	1.45941	1.45941
1295	1.46003	1.46054	1.46054
1296	1.46115	1.46167	1.46167
1297	1.46228	1.46279	1.46279
1298	1.46341	1.46392	1.46392
1299	1.46454	1.46505	1.46505
1300	1.46566	1.46618	1.46618
1301	1.46679	1.4673	1.4673
1302	1.46792	1.46843	1.46843
1303	1.46905	1.46956	1.46956
1304	1.47017	1.47069	1.47069
1305	1.4713	1.47181	1.47181
1306	1.47243	1.47294	1.47294
1307	1.47356	1.47407	1.47407
1308	1.47468	1.4752	1.4752
1309	1.47581	1.47632	1.47632
1310	1.47694	1.47745	1.47745
1311	1.47806	1.47858	1.47858
1312	1.47919	1.47971	1.47971
1313	1.48032	1.48083	1.48083
1314	1.48145	1.48196	1.48196
1315	1.48257	1.48309	1.48309
1316	1.4837	1.48422	1.48422
1317	1.48483	1.48534	1.48534
1318	1.48596	1.48647	1.48647
1319	1.48708	1.4876	1.4876
1320	1.48821	1.48873	1.48873
1321	1.48934	1.48985	1.48985
1322	1.49047	1.49098	1.49098
1323	1.49159	1.49211	1.49211
1324	1.49272	1.49324	1.49324
1325	1.49385	1.49436	1.49436
1326	1.49498	1.49549	1.49549
1327	1.4961	1.49662	1.49662
1328	1.49723	1.49775	1.49775
1329	1.49836	1.49887	1.49887
1330	1.49949	1.5	1.5
1331	1.50061	1.50113	1.50113
1332	1.50174	1.50226	1.50226
1333	1.50287	1.50338	1.50338
1334	1.504	1.50451	1.50451
1335	1.50512	1.50564	1.50564
1336	1.50625	1.50677	1.50677
1337	1.50738	1.50789	1.50789
1338	1.50851	1.50902	1.50902
1339	1.50963	1.51015	1.51015
1340	1.51076	1.51128	1.51128
1341	1.51189	1.5124	1.5124
1342	1.51302	1.51353	1.51353
1343	1.51414	1.51466	1.51466
1344	1.51527	1.51578	1.51578
1345	1.5164	1.51691	1.51691
1346	1.51753	1.51804	1.51804
1347	1.51865	1.51917	1.51917
1348	1.51978	1.52029	1.52029
1349	1.52091	1.52142	1.52142
1350	1.52203	1.52255	1.52255
1351	1.52316	1.52368	1.52368
1352	1.52429	1.5248	1.5248
1353	1.52542	1.52593	1.52593
1354	1.52654	1.52706	1.52706
1355	1.52767	1.52819	1.52819
1356	1.5288	1.52931	1.52931
1357	1.52993	1.53044	1.53044
1358	1.53105	1.53157	1.53157
1359	1.53218	1.5327	1.5327
1360	1.53331	1.53382	1.53382
1361	1.53444	1.53495	1.53495
1362	1.53556	1.53608	1.53608
1363	1.53669	1.53721	1.53721
1364	1.53782	1.53833	1.53833
1365	1.53895	1.53946	1.53946
1366	1.54007	1.54059	1.54059
1367	1.5412	1.54172	1.54172
1368	1.54233	1.54284	1.54284
1369	1.54346	1.54397	1.54397
1370	1.54458	1.5451	1.5451
1371	1.54571	1.54623	1.54623
1372	1.54684	1.54735	1.54735
1373	1.54797	1.54848	1.54848
1374	1.54909	1.54961	1.54961
1375	1.55022	1.55074	1.55074
1376	1.55135	1.55186	1.55186
1377	1.55248	1.55299	1.55299
1378	1.5536	1.55412	1.55412
1379	1.55473	1.55525	1.55525
1380	1.55586	1.55637	1.55637
1381	1.55699	1.5575	1.5575
1382	1.55811	1.55863	1.55863
1383	1.55924	1.55976	1.55976
1384	1.56037	1.56088	1.56088
1385	1.5615	1.56201	1.56201
1386	1.56262	1.56314	1.56314
1387	1.56375	1.56427	1.56427
1388	1.56488	1.56539	1.56539
1389	1.566	1.56652	1.56652
1390	1.56713	1.56765	1.56765
1391	1.56826	1.56878	1.56878
1392	1.56939	1.5699	1.5699
1393	1.57051	1.57103	1.57103
1394	1.57164	1.57216	1.57216
1395	1.57277	1.57328	1.57328
1396	1.5739	1.57441	1.57441
1397	1.57502	1.57554	1.57554
1398	1.57615	1.57667	1.57667
1399	1.57728	1.57779	1.57779
1400	1.57841	1.57892	1.57892
1401	1.57953	1.58005	1.58005
1402	1.58066	1.58118	1.58118
1403	1.58179	1.5823	1.5823
1404	1.58292	1.58343	1.58343
1405	1.58404	1.58456	1.58456
1406	1.58517	1.58569	1.58569
1407	1.5863	1.58681	1.58681
1408	1.58743	1.58794	1.58794
1409	1.58855	1.58907	1.58907
1410	1.58968	1.5902	1.5902
1411	1.59081	1.59132	1.59132
1412	1.59194	1.59245	1.59245
1413	1.59306	1.59358	1.59358
1414	1.59419	1.59471	1.59471
1415	1.59532	1.59583	1.59583
1416	1.59645	1.59696	1.59696
1417	1.59757	1.59809	1.59809
1418	1.5987	1.59922	1.59922
1419	1.59983	1.60034	1.60034
1420	1.60096	1.60147	1.60147
1421	1.60208	1.6026	1.6026
1422	1.60321	1.60373	1.60373
1423	1.60434	1.60485	1.60485
1424	1.60546	1.60598	1.60598
1425	1.60659	1.60711	1.60711
1426	1.60772	1.60823	1.60823
1427	1.60885	1.60936	1.60936
1428	1.60997	1.61049	1.61049
1429	1.6111	1.61162	1.61162
1430	1.61223	1.61274	1.61274
1431	1.61336	1.61387	1.61387
1432	1.61448	1.615	1.615
1433	1.61561	1.61613	1.61613
1434	1.61674	1.61725	1.61725
1435	1.61787	1.61838	1.61838
1436	1.61899	1.61951	1.61951
1437	1.62012	1.62064	1.62064
1438	1.62125	1.62176	1.62176
1439	1.62238	1.62289	1.62289
1440	1.6235	1.62402	1.62402
1441	1.62463	1.62515	1.62515
1442	1.62576	1.62627	1.62627
1443	1.62689	1.6274	1.6274
1444	1.62801	1.62853	1.62853
1445	1.62914	1.62966	1.62966
1446	1.63027	1.63078	1.63078
1447	1.6314	1.63191	1.63191
1448	1.63252	1.63304	1.63304
1449	1.63365	1.63417	1.63417
1450	1.63478	1.63529	1.63529
1451	1.63591	1.63642	1.63642
1452	1.63703	1.63755	1.63755
1453	1.63816	1.63867	1.63867
1454	1.63929	1.6398	1.6398
1455	1.64042	1.64093	1.64093
1456	1.64154	1.64206	1.64206
1457	1.64267	1.64318	1.64318
1458	1.6438	1.64431	1.64431
1459	1.64493	1.64544	1.64544
1460	1.64605	1.64657	1.64657
1461	1.64718	1.64769	1.64769
1462	1.64831	1.64882	1.64882
1463	1.64943	1.64995	1.64995
1464	1.65056	1.65108	1.65108
1465	1.65169	1.6522	1.6522
1466	1.65282	1.65333	1.65333
1467	1.65394	1.65446	1.65446
1468	1.65507	1.65559	1.65559
1469	1.6562	1.65671	1.65671
1470	1.65733	1.65784	1.65784
1471	1.65845	1.65897	1.65897
1472	1.65958	1.6601	1.6601
1473	1.66071	1.66122	1.66122
1474	1.66184	1.66235	1.66235
1475	1.66296	1.66348	1.66348
1476	1.66409	1.6646	1.6646
1477	1.66522	1.66573	1.66573
1478	1.66635	1.66686	1.66686
1479	1.66747	1.66799	1.66799
1480	1.6686	1.66911	1.66911
1481	1.66973	1.67024	1.67024
1482	1.67086	1.67137	1.67137
1483	1.67198	1.6725	1.6725
1484	1.67311	1.67362	1.67362
1485	1.67424	1.67475	1.67475
1486	1.67537	1.67588	1.67588
1487	1.67649	1.67701	1.67701
1488	1.67762	1.67813	1.67813
1489	1.67875	1.67926	1.67926
1490	1.67988	1.68039	1.68039
1491	1.681	1.68152	1.68152
1492	1.68213	1.68264	1.68264
1493	1.68326	1.68377	1.68377
1494	1.68439	1.6849	1.6849
1495	1.68551	1.68602	1.68602
1496	1.68664	1.68715	1.68715
1497	1.68777	1.68828	1.68828
1498	1.68889	1.68941	1.68941
1499	1.69002	1.69053	1.69053
1500	1.69115	1.69166	1.69166
1501	1.69228	1.69279	1.69279
1502	1.6934	1.69392	1.69392
1503	1.69453	1.69504	1.69504
1504	1.69566	1.69617	1.69617
1505	1.69679	1.6973	1.6973
1506	1.69791	1.69843	1.69843
1507	1.69904	1.69955	1.69955
1508	1.70017	1.70068	1.70068
1509	1.7013	1.70181	1.70181
1510	1.70242	1.70294	1.70294
1511	1.70355	1.70406	1.70406
1512	1.70468	1.70519	1.70519
1513	1.70581	1.70632	1.70632
1514	1.70693	1.70744	1.70744
1515	1.70806	1.70857	1.70857
1516	1.70919	1.7097	1.7097
1517	1.71032	1.71083	1.71083
1518	1.71144	1.71195	1.71195
1519	1.71257	1.71308	1.71308
1520	1.7137	1.71421	1.71421
1521	1.71483	1.71534	1.71534
1522	1.71595	1.71646	1.71646
1523	1.71708	1.71759	1.71759
1524	1.71821	1.71872	1.71872
1525	1.71934	1.71985	1.71985
1526	1.72046	1.72097	1.72097
1527	1.72159	1.7221	1.7221
1528	1.72272	1.72323	1.72323
1529	1.72385	1.72435	1.72435
1530	1.72497	1.72548	1.72548
1531	1.7261	1.72661	1.72661
1532	1.72723	1.72774	1.72774
1533	1.72836	1.72886	1.72886
1534	1.72948	1.72999	1.72999
1535	1.73061	1.73112	1.73112
1536	1.73174	1.73225	1.73225
1537	1.73286	1.73337	1.73337
1538	1.73399	1.7345	1.7345
1539	1.73512	1.73563	1.73563
1540	1.73625	1.73676	1.73676
1541	1.73737	1.73788	1.73788
1542	1.7385	1.73901	1.73901
1543	1.73963	1.74014	1.74014
1544	1.74076	1.74126	1.74126
1545	1.74188	1.74239	1.74239
1546	1.74301	1.74352	1.74352
1547	1.74414	1.74465	1.74465
1548	1.74527	1.74577	1.74577
1549	1.74639	1.7469	1.7469
1550	1.74752	1.74803	1.74803
1551	1.74865	1.74916	1.74916
1552	1.74978	1.75028	1.75028
1553	1.7509	1.75141	1.75141
1554	1.75203	1.75254	1.75254
1555	1.75316	1.75367	1.75367
1556	1.75429	1.75479	1.75479
1557	1.75541	1.75592	1.75592
1558	1.75654	1.75705	1.75705
1559	1.75767	1.75817	1.75817
1560	1.7588	1.7593	1.7593
1561	1.75992	1.76043	1.76043
1562	1.76105	1.76156	1.76156
1563	1.76218	1.76268	1.76268
1564	1.76331	1.76381	1.76381
1565	1.76443	1.76494	1.76494
1566	1.76556	1.76607	1.76607
1567	1.76669	1.76719	1.76719
1568	1.76782	1.76832	1.76832
1569	1.76894	1.76945	1.76945
1570	1.77007	1.77058	1.77058
1571	1.7712	1.7717	1.7717
1572	1.77233	1.77283	1.77283
1573	1.77345	1.77396	1.77396
1574	1.77458	1.77508	1.77508
1575	1.77571	1.77621	1.77621
1576	1.77683	1.77734	1.77734
1577	1.77796	1.77847	1.77847
1578	1.77909	1.77959	1.77959
1579	1.78022	1.78072	1.78072
1580	1.78134	1.78185	1.78185
1581	1.78247	1.78298	1.78298
1582	1.7836	1.7841	1.7841
1583	1.78473	1.78523	1.78523
1584	1.78585	1.78636	1.78636
